Lipid_name,Num_tails,Num_carbon_in_tail,MolWt
A12C4B7,2,7.0,674.112
A12C1B7,2,7.0,589.9500000000002
A12C2B7,2,7.0,618.0040000000002
A12C3B7,2,7.0,646.0580000000002
A14C5B7,2,7.0,640.9980000000003
A14C4B7,2,7.0,643.0140000000002
A14C1B7,2,7.0,558.8520000000005
A14C2B7,2,7.0,586.9060000000005
A14C3B7,2,7.0,614.9600000000005
A9C5B7,2,7.0,669.0520000000001
A9C4B7,2,7.0,671.0680000000001
A9C1B7,2,7.0,586.9060000000004
A9C2B7,2,7.0,614.9600000000004
A9C3B7,2,7.0,643.0140000000004
A13C5B7,2,7.0,658.069
A13C4B7,2,7.0,660.0849999999999
A13C1B7,2,7.0,575.9230000000002
A13C2B7,2,7.0,603.9770000000002
A13C3B7,2,7.0,632.0310000000002
A5C5B7,2,7.0,704.1419999999997
A5C4B7,2,7.0,706.1579999999997
A5C1B7,2,7.0,621.996
A5C2B7,2,7.0,650.05
A5C3B7,2,7.0,678.1039999999999
A10C5B7,2,7.0,672.0959999999999
A10C4B7,2,7.0,674.1119999999999
A10C1B7,2,7.0,589.9500000000002
A10C2B7,2,7.0,618.0040000000001
A10C3B7,2,7.0,646.0580000000001
A15C5B7,2,7.0,686.1229999999998
A15C4B7,2,7.0,688.1389999999998
A15C1B7,2,7.0,603.9770000000001
A15C2B7,2,7.0,632.0310000000001
A15C3B7,2,7.0,660.085
A16C5B7,2,7.0,702.166
A16C4B7,2,7.0,704.182
A16C1B7,2,7.0,620.0200000000003
A16C2B7,2,7.0,648.0740000000003
A16C3B7,2,7.0,676.1280000000003
A17C5B6,2,6.0,707.1859999999997
A17C4B6,2,6.0,709.2019999999997
A17C1B6,2,6.0,625.0400000000001
A17C2B6,2,6.0,653.094
A17C3B6,2,6.0,681.1479999999999
A18C5B6,2,6.0,690.1549999999997
A18C4B6,2,6.0,692.1709999999998
A18C1B6,2,6.0,608.0090000000002
A18C2B6,2,6.0,636.0630000000002
A18C3B6,2,6.0,664.1170000000001
A19C5B6,2,6.0,691.1429999999997
A19C4B6,2,6.0,693.1589999999998
A19C1B6,2,6.0,608.9970000000002
A19C2B6,2,6.0,637.0510000000002
A19C3B6,2,6.0,665.105
A20C5B6,2,6.0,662.1009999999999
A20C4B6,2,6.0,664.117
A20C1B6,2,6.0,579.9550000000003
A20C2B6,2,6.0,608.0090000000004
A20C3B6,2,6.0,636.0630000000002
A1C5B6,2,6.0,650.0899999999999
A1C4B6,2,6.0,652.106
A1C1B6,2,6.0,567.9440000000004
A1C2B6,2,6.0,595.9980000000004
A1C3B6,2,6.0,624.0520000000002
A6C5B6,2,6.0,664.1169999999998
A6C4B6,2,6.0,666.1329999999999
A6C1B6,2,6.0,581.9710000000003
A6C2B6,2,6.0,610.0250000000003
A6C3B6,2,6.0,638.0790000000002
A3C5B6,2,6.0,692.1709999999997
A3C4B6,2,6.0,694.1869999999998
A3C1B6,2,6.0,610.0250000000002
A3C2B6,2,6.0,638.0790000000002
A3C3B6,2,6.0,666.133
A8C5B6,2,6.0,748.2789999999994
A8C4B6,2,6.0,750.2949999999995
A8C1B6,2,6.0,666.1329999999999
A8C2B6,2,6.0,694.1869999999999
A8C3B6,2,6.0,722.2409999999998
A2C5B6,2,6.0,690.1549999999997
A2C4B6,2,6.0,692.1709999999997
A2C1B6,2,6.0,608.0090000000001
A2C2B6,2,6.0,636.0630000000001
A2C3B6,2,6.0,664.117
A7C5B6,2,6.0,706.1539999999997
A7C4B6,2,6.0,708.1699999999997
A7C1B6,2,6.0,624.0080000000002
A7C2B6,2,6.0,652.0620000000001
A7C3B6,2,6.0,680.116
A4C5B6,2,6.0,678.1439999999998
A4C4B6,2,6.0,680.1599999999999
A4C1B6,2,6.0,595.9980000000003
A4C2B6,2,6.0,624.0520000000002
A4C3B6,2,6.0,652.1060000000001
A11C5B6,2,6.0,664.0729999999999
A11C4B6,2,6.0,666.0889999999999
A11C1B6,2,6.0,581.9270000000004
A11C2B6,2,6.0,609.9810000000003
A11C3B6,2,6.0,638.0350000000002
A12C5B6,2,6.0,676.1279999999998
A12C4B6,2,6.0,678.1439999999999
A12C1B6,2,6.0,593.9820000000002
A12C2B6,2,6.0,622.0360000000003
A12C3B6,2,6.0,650.0900000000001
A14C5B6,2,6.0,645.0299999999999
A14C4B6,2,6.0,647.0460000000002
A14C1B6,2,6.0,562.8840000000006
