Lipid_name,Num_tails,Num_carbon_in_tail,MolWt,num_unsaturated_cc_bonds,num_protonatable_nitrogens
A147_C12,4,12,1083.7189999999991,0,2
A348_C12,2,12,591.8930000000007,0,1
A127_C12,4,12,1075.7399999999986,0,2
A145_C12,4,12,1069.6919999999989,0,2
A149_C12,4,12,1083.7189999999987,0,2
A330_C12,2,12,631.9830000000006,0,1
A390_C12,2,12,680.0270000000006,0,1
A369_C12,2,12,613.9680000000004,0,1
A151_C12,4,12,1119.7519999999993,0,2
A312_C12,2,12,579.9510000000002,0,1
A323_C12,2,12,630.0110000000005,0,1
A328_C12,2,12,615.9840000000006,0,1
A381_C12,2,12,664.0280000000006,0,1
A392_C12,3,12,905.4029999999996,0,2
A325_C12,2,12,603.9290000000007,0,1
A386_C12,2,12,666.0000000000007,0,1
A332_C12,2,12,617.9560000000006,0,1
A317_C12,2,12,608.0050000000001,0,1
A236_C12,2,12,594.9660000000002,0,2
A153_C12,6,12,1568.4449999999997,0,3
A230_C12,2,12,644.9820000000005,0,1
A300_C12,2,12,611.0090000000004,0,2
A33_C12,2,12,583.9390000000005,0,1
A181_C12,2,12,553.9130000000006,0,1
A188_C12,2,12,567.9400000000005,0,1
A305_C12,4,12,1035.6749999999986,0,2
A189_C12,2,12,610.0210000000003,0,1
A13_C12,2,12,585.9110000000006,0,1
A22_C12,2,12,569.9120000000006,0,1
A315_C12,4,12,1131.8479999999986,0,2
A319_C12,2,12,646.0540000000002,0,1
A339_C12,2,12,662.0090000000005,0,1
A356_C12,2,12,623.9100000000007,0,1
A155_C12,4,12,1103.793999999999,0,2
A143_C12,4,12,1103.793999999999,0,2
A347_C12,4,12,1097.745999999999,0,2
A351_C12,2,12,605.9200000000006,0,1
A343_C12,4,12,1083.718999999999,0,2
A314_C12,2,12,593.9780000000003,0,1
A350_C12,2,12,605.9200000000006,0,1
A345_C12,4,12,1083.7189999999991,0,2
A326_C12,2,12,617.9560000000006,0,1
A334_C12,2,12,631.9830000000005,0,1
A232_C12,2,12,594.9660000000003,0,2
A154_C12,3,12,821.3259999999995,0,2
A15_C12,2,12,581.9230000000005,0,1
A234_C12,2,12,608.9930000000003,0,2
A7_C12,2,12,611.9490000000005,0,1
A231_C12,2,12,591.9220000000005,0,1
A238_C12,3,12,878.3779999999992,0,2
A186_C12,2,12,581.9670000000004,0,1
A185_C12,2,12,567.9400000000005,0,1
A385_C12,2,12,692.0820000000006,0,1
A131_C12,2,12,622.0320000000003,0,1
A132_C12,2,12,636.0590000000002,0,1
A338_C12,2,12,662.0090000000005,0,1
A331_C12,2,12,631.9830000000005,0,1
A352_C12,2,12,619.9470000000006,0,1
A6_C12,2,12,597.9220000000005,0,1
A108_C12,2,12,625.0360000000004,0,2
A78_C12,2,12,568.9280000000005,0,2
A503_C12,4,12,1149.866999999999,0,4
A500_C12,4,12,1135.839999999999,0,4
A113_C12,4,12,1078.7439999999988,0,3
